sentiment,headline,processed_text
negative,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200","( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication system and solution company Teleste Oyj ( HEL : TLT1V ) said today it net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200"
negative,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .","( ADP News ) - Jan 22 , 2009 - Finnish mobile phone maker Nokia Oyj ( OMX : NOK1V ) said today it operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 ."
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond","( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tool maker Fiskars Oyj Abp ( HEL : FISAS ) said today it net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond"
negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o","( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today it net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine month of 2009 from EUR 58.7 million for the same period o"
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage point to 24.8 % .
negative,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .
negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .","Net profit in the three month through March 31 fell to ( x20ac ) 103 million ( US $ 165 million ) from ( x20ac ) 131 million a year earlier , the Finnish company said ."
negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,Net sale decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .
negative,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,Net sale decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,Net sale fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .
negative,Net sales fell by 5 % from the previous accounting period .,Net sale fell by 5 % from the previous accounting period .
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .","Net sale of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machine , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ."
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .
negative,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .","Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 ."
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,Prices and delivery volume of broadband product decreased significantly in 2005 .
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .","Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 ."
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .","Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ."
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,SRV lowered it net sale estimate for the whole of 2008 due to uncertainty in housing sale .
negative,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,Stora Enso Oyj said it second-quarter result would fall by half compared with the same period in 2007 .
negative,Subscription sales decreased slightly .,Subscription sale decreased slightly .
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,The company confirmed it estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m a given in the interim report on 5 August 2009 .
negative,The company said that the fall in turnover had been planned .,The company said that the fall in turnover had been planned .
negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,The Department Store Division 's sale fell by 8.6 % to EUR 140.2 mn .
negative,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,The fair value of the company 's investment property went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .
negative,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,The fair value of the company 's investment property went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,The net sale decreased to EUR 49.8 million from EUR 59.9 million .
negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,The sale of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .","Finnish electronics contract manufacturer Scanfil had net sale of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before ."
negative,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .","Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier ."
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 ."
negative,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .
negative,Export declined by 6 percent to 16.4 million liters .,Export declined by 6 percent to 16.4 million liter .
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .","Exports of good fell by 59 % , and import by 16.7 % ."
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,Finnish developer and manufacturer of mobile phone charger Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered it full-year net sale estimate .
negative,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,Finnish investment group Norvestia Oyj said it net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .
negative,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .","Group EBIT for the first half wa EUR13 .6 m US $ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 ."
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .","However , it market share shrank to 47.59 per cent from 48 per cent a year earlier ."
negative,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .","However , the company saw it net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 ."
negative,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .","However , the company saw it net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 ."
